"Treatment","Tree","Bloc","Traitement","PlantingYear","Plot","Pruned","ApogeeBino","Apogee","Date","Cultivar","Row","Shoot","Score","exsudat","Length","croissance","Observation","Year","Subject","Time","ScoreFactor","Growing","Alive","Growth","Exsudat","Exsudate"
"F",22,"II","Apogee symptomes sans taille","2017","F.II","No","Yes","Symptom",2019-07-05,"cortland",3,24,2,"Non",0,"Non",2019-07-05,"2019",12,-2015,"2","No",1,0,"Non",0
"F",22,"II","Apogee symptomes sans taille","2017","F.II","No","Yes","Symptom",2019-07-05,"cortland",3,25,2,"Non",0,"Non",2019-07-05,"2019",12,-2015,"2","No",1,0,"Non",0
"A",32,"III","témoin avec taille","2011","A.III","Yes","No","None",2018-06-22,"Cortland",1,1,2,"non",0,"oui",NA,"2018",13,-2016,"2","Yes",1,1,"Non",0
"A",32,"III","témoin avec taille","2011","A.III","Yes","No","None",2018-06-22,"Cortland",1,2,4,"Oui",11,"mort",NA,"2018",13,-2016,"4","Dead",0,0,"Oui",1
"A",32,"III","témoin avec taille","2011","A.III","Yes","No","None",2018-06-22,"Cortland",1,3,4,"Oui",7,"mort",NA,"2018",13,-2016,"4","Dead",0,0,"Oui",1
"A",32,"III","témoin avec taille","2011","A.III","Yes","No","None",2018-06-22,"Cortland",1,4,2,"Oui",0,"oui",NA,"2018",13,-2016,"2","Yes",1,1,"Oui",1
"A",32,"III","témoin avec taille","2011","A.III","Yes","No","None",2018-06-22,"Cortland",1,5,2,"non",0,"oui",NA,"2018",13,-2016,"2","Yes",1,1,"Non",0
"A",32,"III","témoin avec taille","2011","A.III","Yes","No","None",2018-06-22,"Cortland",1,6,4,"Oui",9,"mort",NA,"2018",13,-2016,"4","Dead",0,0,"Oui",1
"A",32,"III","témoin avec taille","2011","A.III","Yes","No","None",2018-06-22,"Cortland",1,7,4,"Oui",6.5,"mort",NA,"2018",13,-2016,"4","Dead",0,0,"Oui",1
"A",32,"III","témoin avec taille","2011","A.III","Yes","No","None",2018-06-22,"Cortland",1,8,1,"Oui",0,"oui",NA,"2018",13,-2016,"1","Yes",1,1,"Oui",1
"A",32,"III","témoin avec taille","2011","A.III","Yes","No","None",2018-06-22,"Cortland",1,9,3,"Oui",3,"oui",NA,"2018",13,-2016,"3","Yes",1,1,"Oui",1
"A",32,"III","témoin avec taille","2011","A.III","Yes","No","None",2018-06-22,"Cortland",1,10,4,"Oui",4,"mort",NA,"2018",13,-2016,"4","Dead",0,0,"Oui",1
"A",32,"III","témoin avec taille","2011","A.III","Yes","No","None",2018-06-22,"Cortland",1,11,4,"Oui",5,"mort",NA,"2018",13,-2016,"4","Dead",0,0,"Oui",1
"A",32,"III","témoin avec taille","2011","A.III","Yes","No","None",2018-06-22,"Cortland",1,12,2,"non",0,"oui",NA,"2018",13,-2016,"2","Yes",1,1,"Non",0
"A",32,"III","témoin avec taille","2011","A.III","Yes","No","None",2018-06-22,"Cortland",1,13,1,"non",0,"oui",NA,"2018",13,-2016,"1","Yes",1,1,"Non",0
"A",32,"III","témoin avec taille","2011","A.III","Yes","No","None",2018-06-22,"Cortland",1,14,4,"Oui",3,"mort",NA,"2018",13,-2016,"4","Dead",0,0,"Oui",1
"A",32,"III","témoin avec taille","2011","A.III","Yes","No","None",2018-06-22,"Cortland",1,15,2,"Oui",0,"oui",NA,"2018",13,-2016,"2","Yes",1,1,"Oui",1
"A",32,"III","témoin avec taille","2011","A.III","Yes","No","None",2018-06-22,"Cortland",1,16,4,"Oui",8,"mort",NA,"2018",13,-2016,"4","Dead",0,0,"Oui",1
"A",32,"III","témoin avec taille","2011","A.III","Yes","No","None",2018-06-22,"Cortland",1,17,4,"Oui",8,"mort",NA,"2018",13,-2016,"4","Dead",0,0,"Oui",1
"A",32,"III","témoin avec taille","2011","A.III","Yes","No","None",2018-06-22,"Cortland",1,18,4,"Oui",7,"mort",NA,"2018",13,-2016,"4","Dead",0,0,"Oui",1
"A",32,"III","témoin avec taille","2011","A.III","Yes","No","None",2018-06-22,"Cortland",1,19,3,"Oui",5,"oui",NA,"2018",13,-2016,"3","Yes",1,1,"Oui",1
"A",32,"III","témoin avec taille","2011","A.III","Yes","No","None",2018-06-22,"Cortland",1,20,4,"Oui",6,"mort",NA,"2018",13,-2016,"4","Dead",0,0,"Oui",1
"A",32,"III","témoin avec taille","2011","A.III","Yes","No","None",2018-06-22,"Cortland",1,21,3,"non",2,"oui",NA,"2018",13,-2016,"3","Yes",1,1,"Non",0
"A",32,"III","témoin avec taille","2011","A.III","Yes","No","None",2018-06-22,"Cortland",1,22,2,"non",0,"oui",NA,"2018",13,-2016,"2","Yes",1,1,"Non",0
"A",32,"III","témoin avec taille","2011","A.III","Yes","No","None",2018-06-22,"Cortland",1,23,4,"non",8,"mort",NA,"2018",13,-2016,"4","Dead",0,0,"Non",0
"A",32,"III","témoin avec taille","2011","A.III","Yes","No","None",2018-06-22,"Cortland",1,24,3,"Oui",2,"oui",NA,"2018",13,-2016,"3","Yes",1,1,"Oui",1
"A",32,"III","témoin avec taille","2011","A.III","Yes","No","None",2018-06-22,"Cortland",1,25,1,"non",0,"oui",NA,"2018",13,-2016,"1","Yes",1,1,"Non",0
"A",32,"III","témoin avec taille","2011","A.III","Yes","No","None",2019-07-05,"cortland",1,1,4,"Oui",8,"MORT",2019-07-05,"2019",13,-2015,"4","Dead",0,0,"Oui",1
"A",32,"III","témoin avec taille","2011","A.III","Yes","No","None",2019-07-05,"cortland",1,2,4,"Oui",16,"MORT",2019-07-05,"2019",13,-2015,"4","Dead",0,0,"Oui",1
"A",32,"III","témoin avec taille","2011","A.III","Yes","No","None",2019-07-05,"cortland",1,3,3,"Oui",3,"Non",2019-07-05,"2019",13,-2015,"3","No",1,0,"Oui",1
"A",32,"III","témoin avec taille","2011","A.III","Yes","No","None",2019-07-05,"cortland",1,4,3,"Oui",4,"Non",2019-07-05,"2019",13,-2015,"3","No",1,0,"Oui",1
"A",32,"III","témoin avec taille","2011","A.III","Yes","No","None",2019-07-05,"cortland",1,5,3,"Oui",4,"Non",2019-07-05,"2019",13,-2015,"3","No",1,0,"Oui",1
"A",32,"III","témoin avec taille","2011","A.III","Yes","No","None",2019-07-05,"cortland",1,6,3,"Oui",5,"Non",2019-07-05,"2019",13,-2015,"3","No",1,0,"Oui",1
"A",32,"III","témoin avec taille","2011","A.III","Yes","No","None",2019-07-05,"cortland",1,7,4,"Oui",11,"MORT",2019-07-05,"2019",13,-2015,"4","Dead",0,0,"Oui",1
"A",32,"III","témoin avec taille","2011","A.III","Yes","No","None",2019-07-05,"cortland",1,8,3,"Oui",5,"Non",2019-07-05,"2019",13,-2015,"3","No",1,0,"Oui",1
"A",32,"III","témoin avec taille","2011","A.III","Yes","No","None",2019-07-05,"cortland",1,9,3,"Oui",5,"Non",2019-07-05,"2019",13,-2015,"3","No",1,0,"Oui",1
"A",32,"III","témoin avec taille","2011","A.III","Yes","No","None",2019-07-05,"cortland",1,10,3,"Oui",4,"Non",2019-07-05,"2019",13,-2015,"3","No",1,0,"Oui",1
"A",32,"III","témoin avec taille","2011","A.III","Yes","No","None",2019-07-05,"cortland",1,11,3,"Oui",6,"Non",2019-07-05,"2019",13,-2015,"3","No",1,0,"Oui",1
"A",32,"III","témoin avec taille","2011","A.III","Yes","No","None",2019-07-05,"cortland",1,12,4,"Oui",5,"MORT",2019-07-05,"2019",13,-2015,"4","Dead",0,0,"Oui",1
"A",32,"III","témoin avec taille","2011","A.III","Yes","No","None",2019-07-05,"cortland",1,13,4,"Oui",4,"MORT",2019-07-05,"2019",13,-2015,"4","Dead",0,0,"Oui",1
"A",32,"III","témoin avec taille","2011","A.III","Yes","No","None",2019-07-05,"cortland",1,14,3,"Oui",3,"Non",2019-07-05,"2019",13,-2015,"3","No",1,0,"Oui",1
"A",32,"III","témoin avec taille","2011","A.III","Yes","No","None",2019-07-05,"cortland",1,15,4,"Oui",9,"Non",2019-07-05,"2019",13,-2015,"4","Dead",0,0,"Oui",1
"A",32,"III","témoin avec taille","2011","A.III","Yes","No","None",2019-07-05,"cortland",1,16,3,"Oui",4,"Non",2019-07-05,"2019",13,-2015,"3","No",1,0,"Oui",1
"A",32,"III","témoin avec taille","2011","A.III","Yes","No","None",2019-07-05,"cortland",1,17,3,"Oui",5,"Non",2019-07-05,"2019",13,-2015,"3","No",1,0,"Oui",1
"A",32,"III","témoin avec taille","2011","A.III","Yes","No","None",2019-07-05,"cortland",1,18,4,"Oui",4,"MORT",2019-07-05,"2019",13,-2015,"4","Dead",0,0,"Oui",1
"A",32,"III","témoin avec taille","2011","A.III","Yes","No","None",2019-07-05,"cortland",1,19,3,"Oui",4,"Non",2019-07-05,"2019",13,-2015,"3","No",1,0,"Oui",1
"A",32,"III","témoin avec taille","2011","A.III","Yes","No","None",2019-07-05,"cortland",1,20,3,"Oui",3,"Non",2019-07-05,"2019",13,-2015,"3","No",1,0,"Oui",1
"A",32,"III","témoin avec taille","2011","A.III","Yes","No","None",2019-07-05,"cortland",1,21,3,"Oui",4,"Non",2019-07-05,"2019",13,-2015,"3","No",1,0,"Oui",1
"A",32,"III","témoin avec taille","2011","A.III","Yes","No","None",2019-07-05,"cortland",1,22,4,"Oui",10,"MORT",2019-07-05,"2019",13,-2015,"4","Dead",0,0,"Oui",1
"A",32,"III","témoin avec taille","2011","A.III","Yes","No","None",2019-07-05,"cortland",1,23,4,"Oui",11,"MORT",2019-07-05,"2019",13,-2015,"4","Dead",0,0,"Oui",1
"A",32,"III","témoin avec taille","2011","A.III","Yes","No","None",2019-07-05,"cortland",1,24,3,"Non",3,"Non",2019-07-05,"2019",13,-2015,"3","No",1,0,"Non",0
"B",30,"III","témoin sans taille","2017","B.III","No","No","None",2018-06-22,"Cortland",3,1,2,"Oui",0,"non",NA,"2018",14,-2016,"2","No",1,0,"Oui",1
"B",30,"III","témoin sans taille","2017","B.III","No","No","None",2018-06-22,"Cortland",3,2,2,"Oui",0,"non",NA,"2018",14,-2016,"2","No",1,0,"Oui",1
"B",30,"III","témoin sans taille","2017","B.III","No","No","None",2018-06-22,"Cortland",3,3,2,"Oui",0,"non",NA,"2018",14,-2016,"2","No",1,0,"Oui",1
"B",30,"III","témoin sans taille","2017","B.III","No","No","None",2018-06-22,"Cortland",3,4,3,"Oui",2.5,"non",NA,"2018",14,-2016,"3","No",1,0,"Oui",1
"B",30,"III","témoin sans taille","2017","B.III","No","No","None",2018-06-22,"Cortland",3,5,2,"non",0,"non",NA,"2018",14,-2016,"2","No",1,0,"Non",0
"B",30,"III","témoin sans taille","2017","B.III","No","No","None",2018-06-22,"Cortland",3,6,2,"Oui",0,"non",NA,"2018",14,-2016,"2","No",1,0,"Oui",1
"B",30,"III","témoin sans taille","2017","B.III","No","No","None",2018-06-22,"Cortland",3,7,3,"non",1.5,"non",NA,"2018",14,-2016,"3","No",1,0,"Non",0
"B",30,"III","témoin sans taille","2017","B.III","No","No","None",2018-06-22,"Cortland",3,8,2,"Oui",0,"non",NA,"2018",14,-2016,"2","No",1,0,"Oui",1
"B",30,"III","témoin sans taille","2017","B.III","No","No","None",2018-06-22,"Cortland",3,9,3,"Oui",1.5,"non",NA,"2018",14,-2016,"3","No",1,0,"Oui",1
"B",30,"III","témoin sans taille","2017","B.III","No","No","None",2018-06-22,"Cortland",3,10,2,"non",0,"non",NA,"2018",14,-2016,"2","No",1,0,"Non",0
"B",30,"III","témoin sans taille","2017","B.III","No","No","None",2018-06-22,"Cortland",3,11,2,"non",0,"non",NA,"2018",14,-2016,"2","No",1,0,"Non",0
"B",30,"III","témoin sans taille","2017","B.III","No","No","None",2018-06-22,"Cortland",3,12,3,"Oui",2.5,"non",NA,"2018",14,-2016,"3","No",1,0,"Oui",1
"B",30,"III","témoin sans taille","2017","B.III","No","No","None",2018-06-22,"Cortland",3,13,2,"non",0,"non",NA,"2018",14,-2016,"2","No",1,0,"Non",0
"B",30,"III","témoin sans taille","2017","B.III","No","No","None",2018-06-22,"Cortland",3,14,2,"Oui",0,"non",NA,"2018",14,-2016,"2","No",1,0,"Oui",1
"B",30,"III","témoin sans taille","2017","B.III","No","No","None",2018-06-22,"Cortland",3,15,3,"Oui",2.5,"non",NA,"2018",14,-2016,"3","No",1,0,"Oui",1
"B",30,"III","témoin sans taille","2017","B.III","No","No","None",2018-06-22,"Cortland",3,16,3,"non",2,"non",NA,"2018",14,-2016,"3","No",1,0,"Non",0
"B",30,"III","témoin sans taille","2017","B.III","No","No","None",2018-06-22,"Cortland",3,17,3,"Oui",3,"non",NA,"2018",14,-2016,"3","No",1,0,"Oui",1
"B",30,"III","témoin sans taille","2017","B.III","No","No","None",2018-06-22,"Cortland",3,18,2,"Oui",0,"oui",NA,"2018",14,-2016,"2","Yes",1,1,"Oui",1
"B",30,"III","témoin sans taille","2017","B.III","No","No","None",2018-06-22,"Cortland",3,19,2,"Oui",0,"non",NA,"2018",14,-2016,"2","No",1,0,"Oui",1
"B",30,"III","témoin sans taille","2017","B.III","No","No","None",2018-06-22,"Cortland",3,20,2,"non",0,"non",NA,"2018",14,-2016,"2","No",1,0,"Non",0
"B",30,"III","témoin sans taille","2017","B.III","No","No","None",2018-06-22,"Cortland",3,21,2,"Oui",0,"oui",NA,"2018",14,-2016,"2","Yes",1,1,"Oui",1
"B",30,"III","témoin sans taille","2017","B.III","No","No","None",2018-06-22,"Cortland",3,22,2,"non",0,"non",NA,"2018",14,-2016,"2","No",1,0,"Non",0
"B",30,"III","témoin sans taille","2017","B.III","No","No","None",2019-07-05,"cortland",3,1,4,"Oui",15,"MORT",2019-07-05,"2019",14,-2015,"4","Dead",0,0,"Oui",1
"B",30,"III","témoin sans taille","2017","B.III","No","No","None",2019-07-05,"cortland",3,2,3,"Oui",3,"Oui",2019-07-05,"2019",14,-2015,"3","Yes",1,1,"Oui",1
"B",30,"III","témoin sans taille","2017","B.III","No","No","None",2019-07-05,"cortland",3,3,3,"Oui",5,"Oui",2019-07-05,"2019",14,-2015,"3","Yes",1,1,"Oui",1
"B",30,"III","témoin sans taille","2017","B.III","No","No","None",2019-07-05,"cortland",3,4,4,"Oui",11,"MORT",2019-07-05,"2019",14,-2015,"4","Dead",0,0,"Oui",1
"B",30,"III","témoin sans taille","2017","B.III","No","No","None",2019-07-05,"cortland",3,5,4,"Oui",9,"MORT",2019-07-05,"2019",14,-2015,"4","Dead",0,0,"Oui",1
"B",30,"III","témoin sans taille","2017","B.III","No","No","None",2019-07-05,"cortland",3,6,4,"Oui",7,"MORT",2019-07-05,"2019",14,-2015,"4","Dead",0,0,"Oui",1
"B",30,"III","témoin sans taille","2017","B.III","No","No","None",2019-07-05,"cortland",3,7,4,"Oui",8,"MORT",2019-07-05,"2019",14,-2015,"4","Dead",0,0,"Oui",1
"B",30,"III","témoin sans taille","2017","B.III","No","No","None",2019-07-05,"cortland",3,8,4,"Oui",7,"MORT",2019-07-05,"2019",14,-2015,"4","Dead",0,0,"Oui",1
"B",30,"III","témoin sans taille","2017","B.III","No","No","None",2019-07-05,"cortland",3,9,3,"Non",2,"Oui",2019-07-05,"2019",14,-2015,"3","Yes",1,1,"Non",0
"B",30,"III","témoin sans taille","2017","B.III","No","No","None",2019-07-05,"cortland",3,10,3,"Oui",3,"Oui",2019-07-05,"2019",14,-2015,"3","Yes",1,1,"Oui",1
"B",30,"III","témoin sans taille","2017","B.III","No","No","None",2019-07-05,"cortland",3,11,4,"Oui",8,"MORT",2019-07-05,"2019",14,-2015,"4","Dead",0,0,"Oui",1
"B",30,"III","témoin sans taille","2017","B.III","No","No","None",2019-07-05,"cortland",3,12,4,"Oui",3,"MORT",2019-07-05,"2019",14,-2015,"4","Dead",0,0,"Oui",1
"B",30,"III","témoin sans taille","2017","B.III","No","No","None",2019-07-05,"cortland",3,13,2,"Oui",0,"Non",2019-07-05,"2019",14,-2015,"2","No",1,0,"Oui",1
"B",30,"III","témoin sans taille","2017","B.III","No","No","None",2019-07-05,"cortland",3,14,2,"Oui",0,"Non",2019-07-05,"2019",14,-2015,"2","No",1,0,"Oui",1
"B",30,"III","témoin sans taille","2017","B.III","No","No","None",2019-07-05,"cortland",3,15,3,"Oui",4,"Oui",2019-07-05,"2019",14,-2015,"3","Yes",1,1,"Oui",1
"B",30,"III","témoin sans taille","2017","B.III","No","No","None",2019-07-05,"cortland",3,16,4,"Oui",7,"MORT",2019-07-05,"2019",14,-2015,"4","Dead",0,0,"Oui",1
"B",30,"III","témoin sans taille","2017","B.III","No","No","None",2019-07-05,"cortland",3,17,2,"Oui",0,"Non",2019-07-05,"2019",14,-2015,"2","No",1,0,"Oui",1
"B",30,"III","témoin sans taille","2017","B.III","No","No","None",2019-07-05,"cortland",3,18,3,"Oui",3,"Non",2019-07-05,"2019",14,-2015,"3","No",1,0,"Oui",1
"B",30,"III","témoin sans taille","2017","B.III","No","No","None",2019-07-05,"cortland",3,19,3,"Non",2,"Non",2019-07-05,"2019",14,-2015,"3","No",1,0,"Non",0
"B",30,"III","témoin sans taille","2017","B.III","No","No","None",2019-07-05,"cortland",3,20,4,"Oui",5,"MORT",2019-07-05,"2019",14,-2015,"4","Dead",0,0,"Oui",1
"B",30,"III","témoin sans taille","2017","B.III","No","No","None",2019-07-05,"cortland",3,21,4,"Oui",3,"MORT",2019-07-05,"2019",14,-2015,"4","Dead",0,0,"Oui",1
"B",30,"III","témoin sans taille","2017","B.III","No","No","None",2019-07-05,"cortland",3,22,4,"Oui",6,"MORT",2019-07-05,"2019",14,-2015,"4","Dead",0,0,"Oui",1
"B",30,"III","témoin sans taille","2017","B.III","No","No","None",2019-07-05,"cortland",3,23,4,"Non",7,"MORT",2019-07-05,"2019",14,-2015,"4","Dead",0,0,"Non",0
"B",30,"III","témoin sans taille","2017","B.III","No","No","None",2019-07-05,"cortland",3,24,4,"Oui",4,"MORT",2019-07-05,"2019",14,-2015,"4","Dead",0,0,"Oui",1
"B",30,"III","témoin sans taille","2017","B.III","No","No","None",2019-07-05,"cortland",3,25,4,"Oui",3,"MORT",2019-07-05,"2019",14,-2015,"4","Dead",0,0,"Oui",1
"C",24,"III","Apogee floraison avec taille","2017","C.III","Yes","Yes","Bloom",2018-06-22,"Cortland",3,1,2,"Oui",0,"non",NA,"2018",15,-2016,"2","No",1,0,"Oui",1
"C",24,"III","Apogee floraison avec taille","2017","C.III","Yes","Yes","Bloom",2018-06-22,"Cortland",3,2,1,"non",0,"oui",NA,"2018",15,-2016,"1","Yes",1,1,"Non",0
"C",24,"III","Apogee floraison avec taille","2017","C.III","Yes","Yes","Bloom",2018-06-22,"Cortland",3,3,2,"non",0,"oui",NA,"2018",15,-2016,"2","Yes",1,1,"Non",0
"C",24,"III","Apogee floraison avec taille","2017","C.III","Yes","Yes","Bloom",2018-06-22,"Cortland",3,4,2,"non",0,"non",NA,"2018",15,-2016,"2","No",1,0,"Non",0
"C",24,"III","Apogee floraison avec taille","2017","C.III","Yes","Yes","Bloom",2018-06-22,"Cortland",3,5,2,"non",0,"oui",NA,"2018",15,-2016,"2","Yes",1,1,"Non",0
"C",24,"III","Apogee floraison avec taille","2017","C.III","Yes","Yes","Bloom",2018-06-22,"Cortland",3,6,2,"Oui",0,"oui",NA,"2018",15,-2016,"2","Yes",1,1,"Oui",1
"C",24,"III","Apogee floraison avec taille","2017","C.III","Yes","Yes","Bloom",2018-06-22,"Cortland",3,7,2,"non",0,"non",NA,"2018",15,-2016,"2","No",1,0,"Non",0
"C",24,"III","Apogee floraison avec taille","2017","C.III","Yes","Yes","Bloom",2018-06-22,"Cortland",3,8,2,"non",0,"oui",NA,"2018",15,-2016,"2","Yes",1,1,"Non",0
"C",24,"III","Apogee floraison avec taille","2017","C.III","Yes","Yes","Bloom",2018-06-22,"Cortland",3,9,2,"non",0,"non",NA,"2018",15,-2016,"2","No",1,0,"Non",0
"C",24,"III","Apogee floraison avec taille","2017","C.III","Yes","Yes","Bloom",2018-06-22,"Cortland",3,10,2,"non",0,"non",NA,"2018",15,-2016,"2","No",1,0,"Non",0
"C",24,"III","Apogee floraison avec taille","2017","C.III","Yes","Yes","Bloom",2018-06-22,"Cortland",3,11,1,"non",0,"oui",NA,"2018",15,-2016,"1","Yes",1,1,"Non",0
"C",24,"III","Apogee floraison avec taille","2017","C.III","Yes","Yes","Bloom",2018-06-22,"Cortland",3,12,2,"non",0,"non",NA,"2018",15,-2016,"2","No",1,0,"Non",0
"C",24,"III","Apogee floraison avec taille","2017","C.III","Yes","Yes","Bloom",2018-06-22,"Cortland",3,13,3,"non",1.5,"oui",NA,"2018",15,-2016,"3","Yes",1,1,"Non",0
"C",24,"III","Apogee floraison avec taille","2017","C.III","Yes","Yes","Bloom",2018-06-22,"Cortland",3,14,4,"non",6,"mort",NA,"2018",15,-2016,"4","Dead",0,0,"Non",0
"C",24,"III","Apogee floraison avec taille","2017","C.III","Yes","Yes","Bloom",2018-06-22,"Cortland",3,15,3,"non",2.5,"oui",NA,"2018",15,-2016,"3","Yes",1,1,"Non",0
"C",24,"III","Apogee floraison avec taille","2017","C.III","Yes","Yes","Bloom",2018-06-22,"Cortland",3,16,2,"non",0,"non",NA,"2018",15,-2016,"2","No",1,0,"Non",0
"C",24,"III","Apogee floraison avec taille","2017","C.III","Yes","Yes","Bloom",2018-06-22,"Cortland",3,17,2,"non",0,"non",NA,"2018",15,-2016,"2","No",1,0,"Non",0
"C",24,"III","Apogee floraison avec taille","2017","C.III","Yes","Yes","Bloom",2018-06-22,"Cortland",3,18,1,"non",0,"oui",NA,"2018",15,-2016,"1","Yes",1,1,"Non",0
"C",24,"III","Apogee floraison avec taille","2017","C.III","Yes","Yes","Bloom",2018-06-22,"Cortland",3,19,2,"non",0,"non",NA,"2018",15,-2016,"2","No",1,0,"Non",0
"C",24,"III","Apogee floraison avec taille","2017","C.III","Yes","Yes","Bloom",2019-07-05,"cortland",3,1,3,"Non",3,"Non",2019-07-05,"2019",15,-2015,"3","No",1,0,"Non",0
"C",24,"III","Apogee floraison avec taille","2017","C.III","Yes","Yes","Bloom",2019-07-05,"cortland",3,2,3,"Oui",2,"Non",2019-07-05,"2019",15,-2015,"3","No",1,0,"Oui",1
"C",24,"III","Apogee floraison avec taille","2017","C.III","Yes","Yes","Bloom",2019-07-05,"cortland",3,3,3,"Non",2,"Oui",2019-07-05,"2019",15,-2015,"3","Yes",1,1,"Non",0
"C",24,"III","Apogee floraison avec taille","2017","C.III","Yes","Yes","Bloom",2019-07-05,"cortland",3,4,4,"Oui",2,"MORT",2019-07-05,"2019",15,-2015,"4","Dead",0,0,"Oui",1
"C",24,"III","Apogee floraison avec taille","2017","C.III","Yes","Yes","Bloom",2019-07-05,"cortland",3,5,2,"Non",0,"Non",2019-07-05,"2019",15,-2015,"2","No",1,0,"Non",0
"C",24,"III","Apogee floraison avec taille","2017","C.III","Yes","Yes","Bloom",2019-07-05,"cortland",3,6,4,"Non",4,"MORT",2019-07-05,"2019",15,-2015,"4","Dead",0,0,"Non",0
"C",24,"III","Apogee floraison avec taille","2017","C.III","Yes","Yes","Bloom",2019-07-05,"cortland",3,7,2,"Non",0,"Non",2019-07-05,"2019",15,-2015,"2","No",1,0,"Non",0
"C",24,"III","Apogee floraison avec taille","2017","C.III","Yes","Yes","Bloom",2019-07-05,"cortland",3,8,2,"Non",0,"Non",2019-07-05,"2019",15,-2015,"2","No",1,0,"Non",0
"C",24,"III","Apogee floraison avec taille","2017","C.III","Yes","Yes","Bloom",2019-07-05,"cortland",3,9,2,"Non",0,"Non",2019-07-05,"2019",15,-2015,"2","No",1,0,"Non",0
"C",24,"III","Apogee floraison avec taille","2017","C.III","Yes","Yes","Bloom",2019-07-05,"cortland",3,10,2,"Oui",0,"Non",2019-07-05,"2019",15,-2015,"2","No",1,0,"Oui",1
"C",24,"III","Apogee floraison avec taille","2017","C.III","Yes","Yes","Bloom",2019-07-05,"cortland",3,11,2,"Non",0,"Non",2019-07-05,"2019",15,-2015,"2","No",1,0,"Non",0
"C",24,"III","Apogee floraison avec taille","2017","C.III","Yes","Yes","Bloom",2019-07-05,"cortland",3,12,3,"Oui",3,"Non",2019-07-05,"2019",15,-2015,"3","No",1,0,"Oui",1
"C",24,"III","Apogee floraison avec taille","2017","C.III","Yes","Yes","Bloom",2019-07-05,"cortland",3,13,2,"Oui",0,"Non",2019-07-05,"2019",15,-2015,"2","No",1,0,"Oui",1
"C",24,"III","Apogee floraison avec taille","2017","C.III","Yes","Yes","Bloom",2019-07-05,"cortland",3,14,3,"Oui",3,"Non",2019-07-05,"2019",15,-2015,"3","No",1,0,"Oui",1
"C",24,"III","Apogee floraison avec taille","2017","C.III","Yes","Yes","Bloom",2019-07-05,"cortland",3,15,2,"Non",0,"Non",2019-07-05,"2019",15,-2015,"2","No",1,0,"Non",0
"C",24,"III","Apogee floraison avec taille","2017","C.III","Yes","Yes","Bloom",2019-07-05,"cortland",3,16,2,"Oui",0,"Non",2019-07-05,"2019",15,-2015,"2","No",1,0,"Oui",1
"C",24,"III","Apogee floraison avec taille","2017","C.III","Yes","Yes","Bloom",2019-07-05,"cortland",3,17,4,"Non",NA,"MORT",2019-07-05,"2019",15,-2015,"4","Dead",0,0,"Non",0
"C",24,"III","Apogee floraison avec taille","2017","C.III","Yes","Yes","Bloom",2019-07-05,"cortland",3,18,2,"Non",0,"Non",2019-07-05,"2019",15,-2015,"2","No",1,0,"Non",0
"C",24,"III","Apogee floraison avec taille","2017","C.III","Yes","Yes","Bloom",2019-07-05,"cortland",3,19,2,"Non",0,"Non",2019-07-05,"2019",15,-2015,"2","No",1,0,"Non",0
"C",24,"III","Apogee floraison avec taille","2017","C.III","Yes","Yes","Bloom",2019-07-05,"cortland",3,20,2,"Non",0,"Non",2019-07-05,"2019",15,-2015,"2","No",1,0,"Non",0
"C",24,"III","Apogee floraison avec taille","2017","C.III","Yes","Yes","Bloom",2019-07-05,"cortland",3,21,2,"Non",0,"Non",2019-07-05,"2019",15,-2015,"2","No",1,0,"Non",0
"C",24,"III","Apogee floraison avec taille","2017","C.III","Yes","Yes","Bloom",2019-07-05,"cortland",3,22,3,"Oui",2,"Non",2019-07-05,"2019",15,-2015,"3","No",1,0,"Oui",1
"C",24,"III","Apogee floraison avec taille","2017","C.III","Yes","Yes","Bloom",2019-07-05,"cortland",3,23,4,"Non",3,"MORT",2019-07-05,"2019",15,-2015,"4","Dead",0,0,"Non",0
"C",24,"III","Apogee floraison avec taille","2017","C.III","Yes","Yes","Bloom",2019-07-05,"cortland",3,24,2,"Non",0,"Non",2019-07-05,"2019",15,-2015,"2","No",1,0,"Non",0
"C",24,"III","Apogee floraison avec taille","2017","C.III","Yes","Yes","Bloom",2019-07-05,"cortland",3,25,4,"Non",4,"MORT",2019-07-05,"2019",15,-2015,"4","Dead",0,0,"Non",0
"D",26,"III","Apogee floraison sans taille","2011","D.III","No","Yes","Bloom",2018-06-22,"Cortland",1,1,2,"non",0,"non",NA,"2018",16,-2016,"2","No",1,0,"Non",0
"D",26,"III","Apogee floraison sans taille","2011","D.III","No","Yes","Bloom",2018-06-22,"Cortland",1,2,2,"non",0,"non",NA,"2018",16,-2016,"2","No",1,0,"Non",0
"D",26,"III","Apogee floraison sans taille","2011","D.III","No","Yes","Bloom",2018-06-22,"Cortland",1,3,2,"Oui",0,"oui",NA,"2018",16,-2016,"2","Yes",1,1,"Oui",1
"D",26,"III","Apogee floraison sans taille","2011","D.III","No","Yes","Bloom",2018-06-22,"Cortland",1,4,2,"non",0,"oui",NA,"2018",16,-2016,"2","Yes",1,1,"Non",0
"D",26,"III","Apogee floraison sans taille","2011","D.III","No","Yes","Bloom",2018-06-22,"Cortland",1,5,2,"non",0,"non",NA,"2018",16,-2016,"2","No",1,0,"Non",0
